type	time	latitude	longitude	altitude (ft)	eos	name
T	2014-02-01 22:11:38.011	43.142931000	-88.547767000	879.3		
T	2014-02-01 22:11:38.913	43.142937000	-88.547627000	879.3		
T	2014-02-01 22:11:39.797	43.142932000	-88.547452000	879.3		
T	2014-02-01 22:11:40.717	43.142922000	-88.547248000	879.3		
T	2014-02-01 22:11:41.75	43.142914000	-88.547073000	879.3		
T	2014-02-01 22:11:42.289	43.142914000	-88.547073000	879.3		
T	2014-02-01 22:11:42.739	43.142895000	-88.546912000	879.3		
T	2014-02-01 22:11:43.734	43.142885000	-88.546758000	879.3		
T	2014-02-01 22:11:44.727	43.142881000	-88.546638000	879.3		
T	2014-02-01 22:11:45.701	43.142886000	-88.546519000	879.3		
T	2014-02-01 22:11:46.757	43.142897000	-88.546437000	879.3		
T	2014-02-01 22:11:47.316	43.142897000	-88.546437000	879.3		
T	2014-02-01 22:11:47.74	43.142936000	-88.546378000	879.3		
T	2014-02-01 22:11:48.78	43.143001000	-88.546335000	879.3		
T	2014-02-01 22:11:49.749	43.143081000	-88.546329000	879.3		
T	2014-02-01 22:11:50.725	43.143196000	-88.546331000	879.3		
T	2014-02-01 22:11:51.671	43.143340000	-88.546341000	879.3		
T	2014-02-01 22:11:52.375	43.143340000	-88.546341000	879.3		
T	2014-02-01 22:11:52.854	43.143476000	-88.546344000	879.3		
T	2014-02-01 22:11:53.727	43.143613000	-88.546349000	879.3		
T	2014-02-01 22:11:54.738	43.143710000	-88.546348000	879.3		
T	2014-02-01 22:11:55.735	43.143785000	-88.546336000	879.3		
T	2014-02-01 22:11:56.831	43.143856000	-88.546293000	879.3		
T	2014-02-01 22:11:57.432	43.143856000	-88.546293000	879.3		
T	2014-02-01 22:11:57.715	43.143899000	-88.546238000	879.3		
T	2014-02-01 22:11:58.724	43.143925000	-88.546165000	879.3		
T	2014-02-01 22:11:59.725	43.143931000	-88.546068000	879.3		
T	2014-02-01 22:12:00.644	43.143917000	-88.545935000	879.3		
T	2014-02-01 22:12:01.693	43.143903000	-88.545760000	879.3		
T	2014-02-01 22:12:02.56	43.143903000	-88.545760000	879.3		
T	2014-02-01 22:12:02.731	43.143906000	-88.545588000	879.3		
T	2014-02-01 22:12:03.652	43.143901000	-88.545398000	879.3		
T	2014-02-01 22:12:04.709	43.143894000	-88.545142000	879.3		
T	2014-02-01 22:12:05.654	43.143888000	-88.544908000	879.3		
T	2014-02-01 22:12:06.801	43.143884000	-88.544638000	879.3		
T	2014-02-01 22:12:07.516	43.143884000	-88.544638000	879.3		
T	2014-02-01 22:12:07.724	43.143883000	-88.544370000	879.3		
T	2014-02-01 22:12:08.718	43.143878000	-88.544152000	879.3		
T	2014-02-01 22:12:09.669	43.143872000	-88.543897000	879.3		
T	2014-02-01 22:12:11.023	43.143868000	-88.543683000	879.3		
T	2014-02-01 22:12:11.799	43.143871000	-88.543476000	879.3		
T	2014-02-01 22:12:12.652	43.143871000	-88.543476000	879.3		
T	2014-02-01 22:12:12.808	43.143879000	-88.543280000	881.2		
T	2014-02-01 22:12:13.738	43.143886000	-88.543104000	887.5		
T	2014-02-01 22:12:14.692	43.143869000	-88.542929000	890.7		
T	2014-02-01 22:12:15.739	43.143835000	-88.542764000	892.4		
T	2014-02-01 22:12:16.732	43.143810000	-88.542646000	892.4		
T	2014-02-01 22:12:17.607	43.143810000	-88.542646000	892.4		
T	2014-02-01 22:12:17.876	43.143787000	-88.542527000	892.4		
T	2014-02-01 22:12:18.781	43.143787000	-88.542446000	892.1		
T	2014-02-01 22:12:19.631	43.143816000	-88.542374000	891.4		
T	2014-02-01 22:12:20.715	43.143869000	-88.542311000	890.4		
T	2014-02-01 22:12:21.715	43.143953000	-88.542274000	889.1		
T	2014-02-01 22:12:22.715	43.143953000	-88.542274000	889.1		
T	2014-02-01 22:12:22.841	43.144071000	-88.542237000	887.1		
T	2014-02-01 22:12:23.771	43.144207000	-88.542192000	883.5		
T	2014-02-01 22:12:24.707	43.144344000	-88.542161000	878.0		
T	2014-02-01 22:12:25.873	43.144505000	-88.542147000	873.4		
T	2014-02-01 22:12:26.668	43.144650000	-88.542180000	872.7		
T	2014-02-01 22:12:27.683	43.144794000	-88.542236000	874.0		
T	2014-02-01 22:12:27.819	43.144794000	-88.542236000	874.0		
T	2014-02-01 22:12:28.838	43.144914000	-88.542280000	877.0		
T	2014-02-01 22:12:29.726	43.145019000	-88.542307000	878.9		
T	2014-02-01 22:12:30.732	43.145133000	-88.542319000	878.9		
T	2014-02-01 22:12:31.824	43.145242000	-88.542277000	877.3		
T	2014-02-01 22:12:32.161	43.145242000	-88.542277000	877.3		
T	2014-02-01 22:12:32.752	43.145355000	-88.542212000	874.7		
T	2014-02-01 22:12:34.009	43.145471000	-88.542148000	872.0		
T	2014-02-01 22:12:34.778	43.145571000	-88.542127000	870.4		
T	2014-02-01 22:12:35.708	43.145691000	-88.542128000	869.4		
T	2014-02-01 22:12:36.652	43.145803000	-88.542133000	868.8		
T	2014-02-01 22:12:37.349	43.145803000	-88.542133000	868.8		
T	2014-02-01 22:12:37.705	43.145892000	-88.542112000	867.8		
T	2014-02-01 22:12:38.787	43.145996000	-88.542049000	866.8		
T	2014-02-01 22:12:39.706	43.146128000	-88.541996000	866.1		
T	2014-02-01 22:12:40.651	43.146276000	-88.541954000	866.1		
T	2014-02-01 22:12:41.675	43.146463000	-88.541907000	865.8		
T	2014-02-01 22:12:42.496	43.146463000	-88.541907000	865.8		
T	2014-02-01 22:12:42.652	43.146623000	-88.541862000	865.2		
T	2014-02-01 22:12:43.651	43.146774000	-88.541814000	864.5		
T	2014-02-01 22:12:44.699	43.146910000	-88.541778000	864.2		
T	2014-02-01 22:12:45.635	43.147014000	-88.541736000	863.2		
T	2014-02-01 22:12:46.642	43.147113000	-88.541665000	860.9		
T	2014-02-01 22:12:47.655	43.147113000	-88.541665000	860.9		
T	2014-02-01 22:12:47.775	43.147213000	-88.541563000	859.6		
T	2014-02-01 22:12:48.635	43.147295000	-88.541456000	859.6		
T	2014-02-01 22:12:49.634	43.147373000	-88.541351000	859.3		
T	2014-02-01 22:12:50.676	43.147417000	-88.541256000	858.6		
T	2014-02-01 22:12:51.637	43.147448000	-88.541137000	857.3		
T	2014-02-01 22:12:52.668	43.147479000	-88.540973000	856.3		
T	2014-02-01 22:12:52.807	43.147479000	-88.540973000	856.3		
T	2014-02-01 22:12:53.704	43.147499000	-88.540798000	856.6		
T	2014-02-01 22:12:54.659	43.147500000	-88.540602000	858.9		
T	2014-02-01 22:12:55.719	43.147496000	-88.540399000	857.6		
T	2014-02-01 22:12:56.666	43.147486000	-88.540214000	856.3		
T	2014-02-01 22:12:57.736	43.147466000	-88.540010000	856.3		
T	2014-02-01 22:12:57.889	43.147466000	-88.540010000	856.3		
T	2014-02-01 22:12:58.666	43.147466000	-88.539844000	856.3		
T	2014-02-01 22:12:59.721	43.147481000	-88.539680000	856.3		
T	2014-02-01 22:13:00.649	43.147491000	-88.539535000	856.3		
T	2014-02-01 22:13:01.826	43.147463000	-88.539429000	856.3		
T	2014-02-01 22:13:02.815	43.147405000	-88.539313000	856.3		
T	2014-02-01 22:13:03.005	43.147405000	-88.539313000	856.3		
T	2014-02-01 22:13:03.712	43.147343000	-88.539159000	856.3		
T	2014-02-01 22:13:04.941	43.147306000	-88.539033000	856.6		
T	2014-02-01 22:13:05.826	43.147291000	-88.538887000	857.0		
T	2014-02-01 22:13:06.674	43.147314000	-88.538733000	857.3		
T	2014-02-01 22:13:07.65	43.147327000	-88.538582000	857.6		
T	2014-02-01 22:13:08.284	43.147327000	-88.538582000	857.6		
T	2014-02-01 22:13:08.715	43.147340000	-88.538451000	857.6		
T	2014-02-01 22:13:09.938	43.147370000	-88.538366000	857.9		
T	2014-02-01 22:13:10.733	43.147424000	-88.538306000	858.6		
T	2014-02-01 22:13:11.782	43.147524000	-88.538282000	859.6		
T	2014-02-01 22:13:12.692	43.147640000	-88.538259000	859.6		
T	2014-02-01 22:13:13.651	43.147732000	-88.538220000	859.6		
T	2014-02-01 22:13:13.955	43.147732000	-88.538220000	859.6		
T	2014-02-01 22:13:14.787	43.147809000	-88.538205000	859.9		
T	2014-02-01 22:13:15.701	43.147901000	-88.538085000	860.9		
T	2014-02-01 22:13:16.723	43.148007000	-88.537969000	862.2		
T	2014-02-01 22:13:17.636	43.148095000	-88.537885000	862.9		
T	2014-02-01 22:13:18.946	43.148181000	-88.537783000	862.9		
T	2014-02-01 22:13:19.055	43.148181000	-88.537783000	862.9		
T	2014-02-01 22:13:19.797	43.148263000	-88.537678000	863.5		
T	2014-02-01 22:13:20.799	43.148318000	-88.537574000	865.2		
T	2014-02-01 22:13:21.69	43.148393000	-88.537448000	867.8		
T	2014-02-01 22:13:22.645	43.148463000	-88.537335000	869.4		
T	2014-02-01 22:13:23.653	43.148535000	-88.537239000	869.4		
T	2014-02-01 22:13:24.145	43.148535000	-88.537239000	869.4		
T	2014-02-01 22:13:25.02	43.148600000	-88.537141000	869.4		
T	2014-02-01 22:13:25.791	43.148650000	-88.537078000	869.4		
T	2014-02-01 22:13:26.729	43.148722000	-88.536997000	869.4		
T	2014-02-01 22:13:27.759	43.148800000	-88.536904000	869.4		
T	2014-02-01 22:13:28.799	43.148845000	-88.536820000	869.1		
T	2014-02-01 22:13:29.361	43.148845000	-88.536820000	869.1		
T	2014-02-01 22:13:29.84	43.148905000	-88.536760000	869.8		
T	2014-02-01 22:13:30.704	43.148957000	-88.536714000	870.4		
T	2014-02-01 22:13:31.767	43.148992000	-88.536633000	870.1		
T	2014-02-01 22:13:32.665	43.149001000	-88.536507000	868.8		
T	2014-02-01 22:13:33.872	43.148978000	-88.536362000	867.1		
T	2014-02-01 22:13:34.768	43.148948000	-88.536187000	866.8		
T	2014-02-01 22:13:35.728	43.148929000	-88.535997000	866.5		
T	2014-02-01 22:13:36.753	43.148914000	-88.535824000	866.1		
T	2014-02-01 22:13:37.396	43.148914000	-88.535824000	866.1		
T	2014-02-01 22:13:37.711	43.148921000	-88.535598000	866.1		
T	2014-02-01 22:13:38.712	43.148934000	-88.535384000	866.5		
T	2014-02-01 22:13:39.782	43.148944000	-88.535151000	866.8		
T	2014-02-01 22:13:40.728	43.148944000	-88.534878000	866.5		
T	2014-02-01 22:13:41.647	43.148941000	-88.534622000	866.1		
T	2014-02-01 22:13:42.38	43.148941000	-88.534622000	866.1		
T	2014-02-01 22:13:42.705	43.148930000	-88.534368000	866.1		
T	2014-02-01 22:13:43.87	43.148925000	-88.534137000	866.8		
T	2014-02-01 22:13:44.735	43.148921000	-88.533957000	869.1		
T	2014-02-01 22:13:45.729	43.148933000	-88.533777000	871.4		
T	2014-02-01 22:13:46.643	43.148949000	-88.533627000	874.0		
T	2014-02-01 22:13:47.482	43.148949000	-88.533627000	874.0		
T	2014-02-01 22:13:47.943	43.148985000	-88.533475000	875.0		
T	2014-02-01 22:13:48.808	43.149033000	-88.533299000	875.7		
T	2014-02-01 22:13:49.688	43.149095000	-88.533155000	875.0		
T	2014-02-01 22:13:50.706	43.149166000	-88.533012000	875.0		
T	2014-02-01 22:13:51.672	43.149252000	-88.532896000	874.3		
T	2014-02-01 22:13:52.664	43.149252000	-88.532896000	874.3		
T	2014-02-01 22:13:52.816	43.149340000	-88.532826000	876.0		
T	2014-02-01 22:13:53.723	43.149414000	-88.532746000	877.6		
T	2014-02-01 22:13:54.728	43.149451000	-88.532669000	876.6		
T	2014-02-01 22:13:55.647	43.149468000	-88.532574000	874.3		
T	2014-02-01 22:13:56.713	43.149460000	-88.532448000	871.4		
T	2014-02-01 22:13:57.584	43.149460000	-88.532448000	871.4		
T	2014-02-01 22:13:58.182	43.149462000	-88.532313000	868.4		
T	2014-02-01 22:13:58.71	43.149490000	-88.532163000	866.8		
T	2014-02-01 22:13:59.721	43.149540000	-88.532007000	867.1		
T	2014-02-01 22:14:00.799	43.149582000	-88.531888000	868.8		
T	2014-02-01 22:14:01.735	43.149646000	-88.531786000	871.7		
T	2014-02-01 22:14:02.625	43.149646000	-88.531786000	871.7		
T	2014-02-01 22:14:02.785	43.149706000	-88.531725000	874.3		
T	2014-02-01 22:14:03.718	43.149775000	-88.531685000	873.7		
T	2014-02-01 22:14:04.715	43.149854000	-88.531644000	871.1		
T	2014-02-01 22:14:05.722	43.149900000	-88.531575000	868.4		
T	2014-02-01 22:14:06.728	43.149943000	-88.531480000	865.8		
T	2014-02-01 22:14:07.72	43.149943000	-88.531480000	865.8		
T	2014-02-01 22:14:07.868	43.149968000	-88.531366000	864.2		
T	2014-02-01 22:14:08.733	43.149973000	-88.531230000	865.5		
T	2014-02-01 22:14:09.632	43.149968000	-88.531087000	866.5		
T	2014-02-01 22:14:10.711	43.149953000	-88.530972000	866.8		
T	2014-02-01 22:14:11.711	43.149927000	-88.530867000	867.1		
T	2014-02-01 22:14:12.647	43.149882000	-88.530780000	867.8		
T	2014-02-01 22:14:12.847	43.149882000	-88.530780000	867.8		
T	2014-02-01 22:14:13.649	43.149836000	-88.530720000	868.8		
T	2014-02-01 22:14:14.631	43.149807000	-88.530639000	869.1		
T	2014-02-01 22:14:15.672	43.149792000	-88.530527000	869.4		
T	2014-02-01 22:14:16.631	43.149790000	-88.530438000	869.8		
T	2014-02-01 22:14:17.648	43.149784000	-88.530359000	870.1		
T	2014-02-01 22:14:17.858	43.149784000	-88.530359000	870.1		
T	2014-02-01 22:14:18.655	43.149792000	-88.530309000	870.1		
T	2014-02-01 22:14:19.632	43.149796000	-88.530288000	870.4		
T	2014-02-01 22:14:20.655	43.149799000	-88.530258000	870.1		
T	2014-02-01 22:14:21.751	43.149813000	-88.530206000	869.8		
T	2014-02-01 22:14:22.633	43.149811000	-88.530127000	868.8		
T	2014-02-01 22:14:22.827	43.149811000	-88.530127000	868.8		
T	2014-02-01 22:14:23.67	43.149791000	-88.530047000	867.5		
T	2014-02-01 22:14:24.71	43.149752000	-88.530005000	866.5		
T	2014-02-01 22:14:25.688	43.149727000	-88.529941000	866.1		
T	2014-02-01 22:14:26.703	43.149720000	-88.529915000	866.1		
T	2014-02-01 22:14:27.638	43.149710000	-88.529914000	866.1		
T	2014-02-01 22:14:35.926	43.149705000	-88.529905000	866.1		
T	2014-02-01 22:14:36.702	43.149703000	-88.529902000	866.1		
T	2014-02-01 22:14:49.733	43.149696000	-88.529896000	866.5		
T	2014-02-01 22:14:50.672	43.149688000	-88.529868000	866.5		
T	2014-02-01 22:14:51.751	43.149668000	-88.529813000	866.5		
T	2014-02-01 22:14:52.376	43.149668000	-88.529813000	866.5		
T	2014-02-01 22:14:52.824	43.149632000	-88.529747000	866.1		
T	2014-02-01 22:14:53.757	43.149583000	-88.529687000	866.5		
T	2014-02-01 22:14:54.631	43.149517000	-88.529625000	866.5		
T	2014-02-01 22:14:55.719	43.149430000	-88.529558000	866.5		
T	2014-02-01 22:14:56.71	43.149340000	-88.529487000	867.8		
T	2014-02-01 22:14:57.407	43.149340000	-88.529487000	867.8		
T	2014-02-01 22:14:57.717	43.149228000	-88.529380000	868.1		
T	2014-02-01 22:14:58.728	43.149134000	-88.529302000	868.1		
T	2014-02-01 22:14:59.695	43.149042000	-88.529227000	868.4		
T	2014-02-01 22:15:00.703	43.148962000	-88.529152000	868.4		
T	2014-02-01 22:15:01.702	43.148911000	-88.529088000	869.1		
T	2014-02-01 22:15:02.598	43.148911000	-88.529088000	869.1		
T	2014-02-01 22:15:02.785	43.148863000	-88.529003000	869.4		
T	2014-02-01 22:15:03.738	43.148831000	-88.528894000	869.4		
T	2014-02-01 22:15:04.72	43.148818000	-88.528781000	868.8		
T	2014-02-01 22:15:05.849	43.148819000	-88.528637000	867.8		
T	2014-02-01 22:15:06.687	43.148825000	-88.528495000	868.8		
T	2014-02-01 22:15:07.673	43.148825000	-88.528495000	868.8		
T	2014-02-01 22:15:07.83	43.148835000	-88.528359000	869.8		
T	2014-02-01 22:15:08.744	43.148844000	-88.528203000	872.7		
T	2014-02-01 22:15:09.693	43.148861000	-88.528048000	876.0		
T	2014-02-01 22:15:10.655	43.148890000	-88.527874000	880.2		
T	2014-02-01 22:15:11.671	43.148923000	-88.527665000	883.2		
T	2014-02-01 22:15:12.7	43.148923000	-88.527665000	883.2		
T	2014-02-01 22:15:13.278	43.148963000	-88.527457000	884.2		
T	2014-02-01 22:15:13.741	43.149008000	-88.527242000	885.5		
T	2014-02-01 22:15:14.727	43.149053000	-88.527058000	887.1		
T	2014-02-01 22:15:15.727	43.149117000	-88.526855000	888.8		
T	2014-02-01 22:15:16.724	43.149195000	-88.526614000	889.4		
T	2014-02-01 22:15:17.67	43.149263000	-88.526395000	889.1		
T	2014-02-01 22:15:17.878	43.149263000	-88.526395000	889.1		
T	2014-02-01 22:15:18.701	43.149342000	-88.526167000	889.1		
T	2014-02-01 22:15:19.71	43.149436000	-88.525912000	893.7		
T	2014-02-01 22:15:20.719	43.149521000	-88.525677000	897.6		
T	2014-02-01 22:15:21.734	43.149605000	-88.525429000	899.0		
T	2014-02-01 22:15:22.672	43.149672000	-88.525251000	899.0		
T	2014-02-01 22:15:22.901	43.149672000	-88.525251000	899.0		
T	2014-02-01 22:15:23.801	43.149740000	-88.525077000	899.0		
T	2014-02-01 22:15:24.695	43.149804000	-88.524909000	900.9		
T	2014-02-01 22:15:25.711	43.149849000	-88.524805000	902.9		
T	2014-02-01 22:15:26.711	43.149887000	-88.524727000	904.2		
T	2014-02-01 22:15:27.735	43.149939000	-88.524652000	904.9		
T	2014-02-01 22:15:28.773	43.149939000	-88.524652000	904.9		
T	2014-02-01 22:15:28.914	43.150009000	-88.524583000	905.5		
T	2014-02-01 22:15:29.686	43.150091000	-88.524472000	906.5		
T	2014-02-01 22:15:30.695	43.150138000	-88.524385000	907.8		
T	2014-02-01 22:15:31.629	43.150174000	-88.524280000	909.4		
T	2014-02-01 22:15:32.387	43.150174000	-88.524280000	909.4		
T	2014-02-01 22:15:33.188	43.150188000	-88.524149000	911.1		
T	2014-02-01 22:15:33.659	43.150167000	-88.524061000	911.4		
T	2014-02-01 22:15:34.63	43.150142000	-88.523983000	911.4		
T	2014-02-01 22:15:35.657	43.150127000	-88.523874000	911.7		
T	2014-02-01 22:15:36.735	43.150106000	-88.523730000	912.4		
T	2014-02-01 22:15:37.475	43.150106000	-88.523730000	912.4		
T	2014-02-01 22:15:37.625	43.150079000	-88.523549000	913.1		
T	2014-02-01 22:15:38.717	43.150049000	-88.523354000	912.7		
T	2014-02-01 22:15:39.758	43.150019000	-88.523126000	912.4		
T	2014-02-01 22:15:40.719	43.149996000	-88.522854000	909.8		
T	2014-02-01 22:15:41.711	43.149978000	-88.522619000	908.5		
T	2014-02-01 22:15:42.542	43.149978000	-88.522619000	908.5		
T	2014-02-01 22:15:42.777	43.149954000	-88.522383000	909.4		
T	2014-02-01 22:15:43.692	43.149933000	-88.522112000	910.4		
T	2014-02-01 22:15:44.628	43.149919000	-88.521898000	910.1		
T	2014-02-01 22:15:45.643	43.149907000	-88.521671000	909.8		
T	2014-02-01 22:15:46.637	43.149894000	-88.521486000	909.4		
T	2014-02-01 22:15:47.611	43.149894000	-88.521486000	909.4		
T	2014-02-01 22:15:47.756	43.149877000	-88.521296000	908.5		
T	2014-02-01 22:15:48.737	43.149850000	-88.521123000	907.2		
T	2014-02-01 22:15:49.625	43.149829000	-88.520977000	905.2		
T	2014-02-01 22:15:50.635	43.149808000	-88.520837000	903.2		
T	2014-02-01 22:15:51.646	43.149787000	-88.520726000	902.6		
T	2014-02-01 22:15:52.629	43.149787000	-88.520726000	902.6		
T	2014-02-01 22:15:52.772	43.149786000	-88.520629000	902.6		
T	2014-02-01 22:15:53.827	43.149806000	-88.520528000	901.9		
T	2014-02-01 22:15:54.74	43.149836000	-88.520482000	901.2		
T	2014-02-01 22:15:55.627	43.149869000	-88.520466000	901.2		
T	2014-02-01 22:15:56.693	43.149915000	-88.520457000	900.9		
T	2014-02-01 22:15:57.78	43.149915000	-88.520457000	900.9		
T	2014-02-01 22:15:57.961	43.149956000	-88.520460000	901.2		
T	2014-02-01 22:15:58.731	43.149991000	-88.520457000	900.9		
T	2014-02-01 22:15:59.733	43.150044000	-88.520450000	901.6		
T	2014-02-01 22:16:00.628	43.150126000	-88.520429000	902.2		
T	2014-02-01 22:16:01.724	43.150218000	-88.520411000	903.2		
T	2014-02-01 22:16:02.669	43.150296000	-88.520394000	903.9		
T	2014-02-01 22:16:02.891	43.150296000	-88.520394000	903.9		
T	2014-02-01 22:16:03.771	43.150373000	-88.520371000	904.5		
T	2014-02-01 22:16:04.693	43.150439000	-88.520370000	905.2		
T	2014-02-01 22:16:05.637	43.150507000	-88.520372000	906.2		
T	2014-02-01 22:16:06.726	43.150582000	-88.520371000	906.8		
T	2014-02-01 22:16:07.869	43.150582000	-88.520371000	906.8		
T	2014-02-01 22:16:07.992	43.150654000	-88.520372000	907.8		
T	2014-02-01 22:16:08.771	43.150716000	-88.520373000	908.5		
T	2014-02-01 22:16:09.766	43.150774000	-88.520367000	909.1		
T	2014-02-01 22:16:10.708	43.150818000	-88.520363000	909.8		
T	2014-02-01 22:16:11.692	43.150857000	-88.520347000	909.8		
T	2014-02-01 22:16:12.636	43.150887000	-88.520317000	909.8		
T	2014-02-01 22:16:13.581	43.150887000	-88.520317000	909.8		
T	2014-02-01 22:16:13.631	43.150911000	-88.520288000	909.8		
T	2014-02-01 22:16:14.629	43.150923000	-88.520259000	909.8		
T	2014-02-01 22:16:15.726	43.150928000	-88.520209000	909.4		
T	2014-02-01 22:16:16.739	43.150934000	-88.520165000	909.1		
T	2014-02-01 22:16:17.74	43.150939000	-88.520106000	908.8		
T	2014-02-01 22:16:17.958	43.150939000	-88.520106000	908.8		
T	2014-02-01 22:16:18.766	43.150936000	-88.520055000	908.5		
T	2014-02-01 22:16:19.685	43.150932000	-88.519990000	907.8		
T	2014-02-01 22:16:20.729	43.150928000	-88.519904000	907.8		
T	2014-02-01 22:16:21.73	43.150920000	-88.519809000	907.5		
T	2014-02-01 22:16:22.866	43.150919000	-88.519705000	907.8		
T	2014-02-01 22:16:22.946	43.150919000	-88.519705000	907.8		
T	2014-02-01 22:16:23.676	43.150916000	-88.519603000	908.8		
T	2014-02-01 22:16:24.708	43.150913000	-88.519527000	909.8		
T	2014-02-01 22:16:25.723	43.150910000	-88.519444000	910.8		
T	2014-02-01 22:16:26.728	43.150907000	-88.519379000	911.4		
T	2014-02-01 22:16:27.718	43.150906000	-88.519302000	912.7		
T	2014-02-01 22:16:28.253	43.150906000	-88.519302000	912.7		
T	2014-02-01 22:16:28.623	43.150896000	-88.519206000	913.7		
T	2014-02-01 22:16:29.644	43.150887000	-88.519102000	914.7		
T	2014-02-01 22:16:30.66	43.150885000	-88.518989000	916.0		
T	2014-02-01 22:16:31.682	43.150878000	-88.518877000	917.0		
T	2014-02-01 22:16:32.217	43.150878000	-88.518877000	917.0		
T	2014-02-01 22:16:32.826	43.150871000	-88.518777000	918.0		
T	2014-02-01 22:16:33.786	43.150873000	-88.518663000	919.3		
T	2014-02-01 22:16:34.627	43.150875000	-88.518554000	920.6		
T	2014-02-01 22:16:35.637	43.150875000	-88.518439000	921.6		
T	2014-02-01 22:16:36.659	43.150863000	-88.518350000	922.2		
T	2014-02-01 22:16:37.267	43.150863000	-88.518350000	922.2		
T	2014-02-01 22:16:37.741	43.150864000	-88.518277000	920.9		
T	2014-02-01 22:16:39.076	43.150861000	-88.518213000	919.3		
T	2014-02-01 22:16:39.623	43.150843000	-88.518152000	917.7		
T	2014-02-01 22:16:40.664	43.150828000	-88.518098000	916.3		
T	2014-02-01 22:16:41.777	43.150817000	-88.518018000	915.0		
T	2014-02-01 22:16:42.48	43.150817000	-88.518018000	915.0		
T	2014-02-01 22:16:42.654	43.150804000	-88.517946000	914.0		
T	2014-02-01 22:16:43.722	43.150797000	-88.517832000	912.7		
T	2014-02-01 22:16:44.697	43.150789000	-88.517740000	911.4		
T	2014-02-01 22:16:45.719	43.150796000	-88.517678000	910.8		
T	2014-02-01 22:16:46.668	43.150818000	-88.517649000	910.4		
T	2014-02-01 22:16:47.566	43.150818000	-88.517649000	910.4		
T	2014-02-01 22:16:47.719	43.150836000	-88.517630000	910.4		
T	2014-02-01 22:16:50.724	43.150837000	-88.517623000	910.1		
T	2014-02-01 22:16:51.724	43.150836000	-88.517616000	910.1		
T	2014-02-01 22:16:58.839	43.150839000	-88.517619000	910.1		
T	2014-02-01 22:16:59.633	43.150846000	-88.517615000	910.1		
T	2014-02-01 22:17:00.692	43.150885000	-88.517589000	909.8		
T	2014-02-01 22:17:01.748	43.150950000	-88.517557000	909.4		
T	2014-02-01 22:17:03.02	43.151031000	-88.517520000	909.1		
T	2014-02-01 22:17:03.015	43.151031000	-88.517520000	909.1		
T	2014-02-01 22:17:03.72	43.151116000	-88.517483000	908.8		
T	2014-02-01 22:17:04.713	43.151168000	-88.517451000	908.8		
T	2014-02-01 22:17:05.715	43.151213000	-88.517427000	908.8		
T	2014-02-01 22:17:06.732	43.151238000	-88.517416000	908.8		
T	2014-02-01 22:17:07.712	43.151259000	-88.517403000	908.8		
T	2014-02-01 22:17:08.122	43.151259000	-88.517403000	908.8		
T	2014-02-01 22:17:08.754	43.151283000	-88.517388000	908.8		
T	2014-02-01 22:17:09.757	43.151307000	-88.517374000	908.8		
T	2014-02-01 22:17:10.728	43.151322000	-88.517363000	908.8		
T	2014-02-01 22:17:11.689	43.151330000	-88.517358000	908.8		
T	2014-02-01 22:17:13.211	43.151333000	-88.517359000	908.8		
T	2014-02-01 22:17:13.744	43.151349000	-88.517351000	908.8		
T	2014-02-01 22:17:14.844	43.151377000	-88.517331000	908.8		
T	2014-02-01 22:17:15.627	43.151419000	-88.517304000	909.1		
T	2014-02-01 22:17:16.685	43.151502000	-88.517242000	910.1		
T	2014-02-01 22:17:17.723	43.151585000	-88.517182000	911.7		
T	2014-02-01 22:17:18.289	43.151585000	-88.517182000	911.7		
T	2014-02-01 22:17:18.626	43.151688000	-88.517105000	913.7		
T	2014-02-01 22:17:19.658	43.151805000	-88.517007000	915.0		
T	2014-02-01 22:17:20.626	43.151909000	-88.516922000	915.7		
T	2014-02-01 22:17:21.635	43.152025000	-88.516822000	917.3		
T	2014-02-01 22:17:22.749	43.152123000	-88.516738000	918.3		
T	2014-02-01 22:17:23.589	43.152123000	-88.516738000	918.3		
T	2014-02-01 22:17:23.732	43.152227000	-88.516638000	919.0		
T	2014-02-01 22:17:24.705	43.152330000	-88.516527000	920.3		
T	2014-02-01 22:17:25.643	43.152436000	-88.516406000	921.6		
T	2014-02-01 22:17:26.702	43.152567000	-88.516259000	918.3		
T	2014-02-01 22:17:27.649	43.152719000	-88.516072000	914.4		
T	2014-02-01 22:17:28.678	43.152719000	-88.516072000	914.4		
T	2014-02-01 22:17:28.726	43.152856000	-88.515891000	909.1		
T	2014-02-01 22:17:29.72	43.153023000	-88.515678000	904.2		
T	2014-02-01 22:17:30.665	43.153180000	-88.515487000	899.9		
T	2014-02-01 22:17:31.73	43.153350000	-88.515264000	895.7		
T	2014-02-01 22:17:32.633	43.153350000	-88.515264000	895.7		
T	2014-02-01 22:17:32.972	43.153531000	-88.515027000	893.7		
T	2014-02-01 22:17:33.672	43.153690000	-88.514814000	890.1		
T	2014-02-01 22:17:34.64	43.153866000	-88.514594000	887.8		
T	2014-02-01 22:17:35.639	43.154054000	-88.514351000	885.8		
T	2014-02-01 22:17:36.694	43.154223000	-88.514134000	884.8		
T	2014-02-01 22:17:37.654	43.154416000	-88.513898000	882.5		
T	2014-02-01 22:17:38.11	43.154416000	-88.513898000	882.5		
T	2014-02-01 22:17:38.75	43.154584000	-88.513688000	879.6		
T	2014-02-01 22:17:39.741	43.154769000	-88.513456000	879.3		
